authors,title,source_title,issn,doi,year,base,journal_title,h_index,avaliador,situacao
Kaumbata W.; Nakimbugwe H.; Nandolo W.; Banda L.J.; Mészáros G.; Gondwe T.; Woodward-Greene M.J.; Rosen B.D.; Van Tassell C.P.; Sölkner J.; Wurzinger M.,experiences from the implementation of communitybased goat breeding programs in malawi and uganda a potential approach for conservation and improvement of indigenous small ruminants in smallholder farms,sustainability (switzerland),20711050,10.3390/su13031494,2021,scopus,Sustainability,136,Davi,
Laliwan S.; Potipiroon W.,board capital organizational capital and organizational performance of agricultural and nonagricultural cooperatives in thailand,abac journal,8580855,NA,2022,scopus,ABAC Journal,6,Davi,
Tremma O.; Kontogeorgos A.; Karipidis P.; Chatzitheodoridis F.,mapping the market segments for the consumers of greek cooperative food products,sustainability (switzerland),20711050,10.3390/su13073825,2021,scopus,Sustainability,136,Davi,
Adusei M.; Adeleye N.; Okafor A.,drivers of credit union penetration an international analysis,managerial and decision economics,1436570,10.1002/mde.3267,2021,scopus,Managerial and Decision Economics,57,Davi,
Folorunso E.A.; Rahman M.A.; Sarfo I.; Darko G.; Olowe O.S.,catfish farming a sustainability study at eriwe fish farming village in southwest nigeria,aquaculture international,9676120,10.1007/s10499-021-00662-0,2021,scopus,Aquaculture International,66,Davi,
Feitosa E.R.M.; Nunes E.M.; de Andrade H.D.; Schneider S.; da Rocha A.B.,nexus family farming renewable energies and market building in rural territories in rio grande do norte nexus agricultura familiar energias renováveis e construção de mercados nos territórios rurais do rio grande do norte,revista de economia e sociologia rural,1032003,10.1590/1806-9479.2021.238969,2022,scopus,Revista de Economia e Sociologia Rural,21,Davi,
Nonnenmacher T.; Gerard D.,who should own the league transaction costs and the structure of nba ownership,journal of sports economics,15270025,10.1177/15270025211031474,2022,scopus,Journal of Sports Economics,53,Davi,
Munch D.M.; Schmit T.M.; Severson R.M.,assessing the value of cooperative membership a case of dairy marketing in the united states,journal of co-operative organization and management,2213297X,10.1016/j.jcom.2021.100129,2021,scopus,Journal of Co-operative Organization and Management,17,Davi,
Costa P.R.N.; Stoberl P.R.,the institutional and social conditioning of recruitment of the agroindustrial cooperativism political elite os condicionantes institucionais e sociais do recrutamento da elite política do cooperativismo agroindustrial1,revista de economia e sociologia rural,1032003,10.1590/1806-9479.2021.232252,2022,scopus,Revista de Economia e Sociologia Rural,21,Davi,
Liang P.; Sima M.; Huang Y.; Sun X.,assessing the coordinated revenuesharing contract of chinas farmersupermarket directpurchase model,international food and agribusiness management review,15592448,10.22434/IFAMR2020.0196,2022,scopus,International Food and Agribusiness Management Review,42,Davi,
Tadesse B.; Tilahun Y.; Bekele T.; Mekonen G.,assessment of challenges of crop production and marketing in benchsheko kaffa sheka and westomo zones of southwest ethiopia,heliyon,24058440,10.1016/j.heliyon.2021.e07319,2021,scopus,Heliyon,69,Davi,
Edelman M.,hollowed out heartland usa how capital sacrificed communities and paved the way for authoritarian populism,journal of rural studies,7430167,10.1016/j.jrurstud.2019.10.045,2021,scopus,Journal of Rural Studies,124,Davi,
Kiet T.H.V.T.; Nguyen T.T.K.; Pham N.T.,agrifood value chain performance during the covid19 pandemic an empirical study of chumango business linkages in dong thap vietnam,international journal on food system dynamics,18696945,10.18461/ijfsd.v12i4.97,2021,scopus,International Journal on Food System Dynamics,21,Davi,
Rogers S.; Wilmsen B.; Han X.; Wang Z.J.-H.; Duan Y.; He J.; Li J.; Lin W.; Wong C.,scaling up agriculture the dynamics of land transfer in inland china,world development,0305750X,10.1016/j.worlddev.2021.105563,2021,scopus,World Development,206,Davi,
Georges C.M.; Caleman S.M.D.Q.; Monteiro G.F.D.A.,exploring communication aspects in agricultural cooperatives,international journal on food system dynamics,18696945,10.18461/ijfsd.v13i2.B2,2022,scopus,International Journal on Food System Dynamics,21,Davi,
Wang J.; Chen H.; Zhang H.; Luo J.; Cheng M.; Zhang J.,property rights reform and capital adequacy ratios of rural credit cooperatives in china,economic modelling,2649993,10.1016/j.econmod.2021.105707,2022,scopus,Economic Modelling,98,Davi,
Liang Q.; Li L.; Bai R.,welfare effects of vegetable producers inclusiveness in supply chain coordination direct effects and spillovers,british food journal,0007070X,10.1108/BFJ-07-2020-0652,2021,scopus,British Food Journal,94,Davi,
Francesconi N.; Wouterse F.; Namuyiga D.B.,agricultural cooperatives and covid19 in southeast africa the role of managerial capital for rural resilience,sustainability (switzerland),20711050,10.3390/su13031046,2021,scopus,Sustainability,136,Davi,
Meliá-Martí E.; Lajara-Camilleri N.; Martínez-García A.; Juliá-Igual J.F.,why do agricultural cooperative mergers not cross the finishing line,agriculture (switzerland),20770472,10.3390/agriculture11111173,2021,scopus,Agriculture (Switzerland),52,Davi,
Richter B.; Hanf J.H.,sustainability as value of cooperativescan wine cooperatives use sustainability as a driver for a brand concept,sustainability (switzerland),20711050,10.3390/su132212344,2021,scopus,Sustainability,136,Davi,
Campbell K.; Goenner C.F.; Notbohm M.; Smedema A.,political ideology and ceo performance under crisis,review of quantitative finance and accounting,0924865X,10.1007/s11156-021-00996-z,2022,scopus,Review of Quantitative Finance and Accounting,49,Davi,
Bati Fedi G.; Dereje Asefa F.; Tafa Waktole A.,farm households perception about sugarcane outgrowers scheme empirical evidence around wonjishoa sugar factory,cogent economics and finance,23322039,10.1080/23322039.2021.2009664,2022,scopus,Cogent Economics and Finance,29,Davi,
Misra H.,amalsad cooperative ltd total cost of ownership for digital services,emerald emerging markets case studies,20450621,10.1108/EEMCS-12-2020-0423,2021,scopus,Emerald Emerging Markets Case Studies,7,Davi,
Wang J.; Peng X.; Du Y.; Wang F.,a tripartite evolutionary game research on information sharing of the subjects of agricultural product supply chain with a farmer cooperative as the core enterprise,managerial and decision economics,1436570,10.1002/mde.3365,2022,scopus,Managerial and Decision Economics,57,Davi,
Rosairo H.S.R.; Esham M.,pitfalls of external institutional facilitation of farmer organizations insights from farmer companies in sri lanka,millennial asia,9763996,10.1177/09763996211060772,2021,scopus,Millennial Asia,9,Davi,
de la Casa J.M.H.; Caballero S.G.,communication of sustainable development goals in social economy organizations,"ciriec-espana revista de economia publica, social y cooperativa",19896816,10.7203/CIRIEC-E.101.18393,2021,scopus,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",13,Davi,
Nourani V.; Maertens A.; Michelson H.,public good provision and democracy evidence from an experiment with farmer groups in malawi,world development,0305750X,10.1016/j.worlddev.2021.105507,2021,scopus,World Development,206,Davi,
Movahedi R.; Jawanmardi S.; Azadi H.; Goli I.; Viira A.-H.; Witlox F.,why do farmers abandon agricultural lands the case of western iran,land use policy,2648377,10.1016/j.landusepol.2021.105588,2021,scopus,Land Use Policy,138,Davi,
Best R.; Nepal R.,saving and subsidies for solar panel adoption in nepal,applied economics,36846,10.1080/00036846.2022.2083570,2022,scopus,Applied Economics,98,Davi,
Flaherty S.,aldous huxley social anarchist,journal of political ideologies,13569317,10.1080/13569317.2021.1912880,2022,scopus,Journal of Political Ideologies,39,Davi,
Belanche A.; Martín-Collado D.; Rose G.; Yáñez-Ruiz D.R.,a multistakeholder participatory study identifies the priorities for the sustainability of the small ruminants farming sector in europe,animal,17517311,10.1016/j.animal.2020.100131,2021,scopus,Animal,91,Davi,
Jelani A.M.; Shafiai M.H.M.; Noor N.S.M.,the performance of single mother cooperatives and their influencing factors a qualitative investigation in peninsular malaysia prestasi koperasi ibu tunggal dan faktor pengaruhnya satu kajian kualitatif di semenanjung malaysia,jurnal pengurusan,1272713,10.17576/pengurusan-2021-62-10,2021,scopus,Jurnal Pengurusan,16,Davi,
Ahado S.; Hejkrlík J.; Enkhtur A.; Tseren T.; Ratinger T.,does cooperative membership impact the yield and efficiency of smallholder farmers evidence from potato farmers in mongolia,china agricultural economic review,1756137X,10.1108/CAER-01-2021-0013,2021,scopus,China Agricultural Economic Review,33,Davi,
Antonova M.; Nilsson J.; Potapova A.,obstacles for agricultural cooperatives in russia the competencies of experts,international journal on food system dynamics,18696945,10.18461/ijfsd.v13i3.C1,2022,scopus,International Journal on Food System Dynamics,21,Davi,
Gava O.; Ardakani Z.; Delalić A.; Azzi N.; Bartolini F.,agricultural cooperatives contributing to the alleviation of rural poverty the case of konjic bosnia and herzegovina,journal of rural studies,7430167,10.1016/j.jrurstud.2021.01.034,2021,scopus,Journal of Rural Studies,124,Davi,
Duguma G.J.; Han J.,effect of deposit mobilization on the technical efficiency of rural saving and credit cooperatives evidence from ethiopia,annals of public and cooperative economics,13704788,10.1111/apce.12296,2021,scopus,Annals of Public and Cooperative Economics,42,Davi,
Antonova M.; Ternovsky D.; Heijman W.; Bijman J.; Nigmatullina L.,farmers willingness to cooperate the case of tatarstan,ekonomicheskaya politika,19945124,10.18288/1994-5124-2021-5-96-117,2021,scopus,Ekonomicheskaya Politika,10,Davi,
Abazari Z.; Hariri N.; Seddigh E.M.,benefiting from knowledge management in agricultural development of iran a case study of pistachio,journal of nuts,2383319X,10.22034/jon.2021.1923512.1108,2021,scopus,Journal of Nuts,6,Davi,
da Silva C.; da Silva C.T.; Mucci D.M.; Beck F.,exploring the interdependence between gainsharing and performance evaluation in a credit union,revista contabilidade e financas,15197077,10.1590/1808-057X202112270,2021,scopus,Revista Contabilidade e Financas,10,Davi,
Webster A.; Kuznetsova O.; Ross C.; Berranger C.; Booth M.; Eseonu T.; Golan Y.,local regeneration and community wealth buildingplace making cooperatives as agents of change,journal of place management and development,17538335,10.1108/JPMD-01-2020-0009,2021,scopus,Journal of Place Management and Development,34,Davi,
Gambacorta L.; Ricotti G.; Sundaresan S.; Wang Z.,tax effects on bank liability structure,european economic review,142921,10.1016/j.euroecorev.2021.103820,2021,scopus,European Economic Review,142,Davi,
Seimu S.M.L.; Zoppi M.,the influence of settlers community in shaping the colonial agricultural marketing policies in tanzania,african economic history,1452258,10.1353/AEH.2021.0012,2021,scopus,African Economic History,12,Davi,
Czusz F.B.V.; Miyamoto I.B.F.; De Carvalho B.A.N.; Lima R.H.P.; Leal G.C.L.,a mathematical model to minimize the costs of grain distribution in a coop um modelo matemático para minimizar os custos de distribuição de grãos em uma cooperativa,revista em agronegocio e meio ambiente,19819951,10.17765/2176-9168.2021v14Supl.1.e9399,2021,scopus,Revista em Agronegocio e Meio Ambiente,8,Davi,
Sánchez-Hernández M.I.; Castilla-Polo F.,intellectual capital as a predictor of cooperative prominence through human capital in the spanish agrifood industry,journal of intellectual capital,14691930,10.1108/JIC-06-2020-0201,2021,scopus,Journal of Intellectual Capital,105,Davi,
Zhong Y.; Lai I.K.W.; Guo F.; Tang H.,research on government subsidy strategies for the development of agricultural products ecommerce,agriculture (switzerland),20770472,10.3390/agriculture11111152,2021,scopus,Agriculture (Switzerland),52,Davi,
Wangu J.; Mangnus E.; van Westen A.C.M.,recognizing determinants to smallholders market orientation and marketing arrangements building on a case of dairy farming in rural kenya,land,2073445X,10.3390/land10060572,2021,scopus,Land,42,Davi,
Perosa B.; Newton P.; Carrer M.J.,access to information affects the adoption of integrated systems by farmers in brazil,land use policy,2648377,10.1016/j.landusepol.2021.105459,2021,scopus,Land Use Policy,138,Davi,
