authors,title,source_title,issn,doi,year,base
Meliá-Martí E.; Lajara-Camilleri N.; Martínez-García A.; Juliá-Igual J.F.,why do agricultural cooperative mergers not cross the finishing line,Agriculture (Switzerland),20770472,10.3390/agriculture11111173,2021,scopus
Richter B.; Hanf J.H.,sustainability as value of cooperativescan wine cooperatives use sustainability as a driver for a brand concept,Sustainability (Switzerland),20711050,10.3390/su132212344,2021,scopus
Campbell K.; Goenner C.F.; Notbohm M.; Smedema A.,political ideology and ceo performance under crisis,Review of Quantitative Finance and Accounting,0924865X,10.1007/s11156-021-00996-z,2022,scopus
Bati Fedi G.; Dereje Asefa F.; Tafa Waktole A.,farm households perception about sugarcane outgrowers scheme empirical evidence around wonjishoa sugar factory,Cogent Economics and Finance,23322039,10.1080/23322039.2021.2009664,2022,scopus
Misra H.,amalsad cooperative ltd total cost of ownership for digital services,Emerald Emerging Markets Case Studies,20450621,10.1108/EEMCS-12-2020-0423,2021,scopus
Wang J.; Peng X.; Du Y.; Wang F.,a tripartite evolutionary game research on information sharing of the subjects of agricultural product supply chain with a farmer cooperative as the core enterprise,Managerial and Decision Economics,01436570,10.1002/mde.3365,2022,scopus
Rosairo H.S.R.; Esham M.,pitfalls of external institutional facilitation of farmer organizations insights from farmer companies in sri lanka,Millennial Asia,09763996,10.1177/09763996211060772,2021,scopus
de la Casa J.M.H.; Caballero S.G.,communication of sustainable development goals in social economy organizations,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",19896816,10.7203/CIRIEC-E.101.18393,2021,scopus
Nourani V.; Maertens A.; Michelson H.,public good provision and democracy evidence from an experiment with farmer groups in malawi,World Development,0305750X,10.1016/j.worlddev.2021.105507,2021,scopus
Movahedi R.; Jawanmardi S.; Azadi H.; Goli I.; Viira A.-H.; Witlox F.,why do farmers abandon agricultural lands the case of western iran,Land Use Policy,02648377,10.1016/j.landusepol.2021.105588,2021,scopus
Best R.; Nepal R.,saving and subsidies for solar panel adoption in nepal,Applied Economics,00036846,10.1080/00036846.2022.2083570,2022,scopus
Flaherty S.,aldous huxley social anarchist,Journal of Political Ideologies,13569317,10.1080/13569317.2021.1912880,2022,scopus
Belanche A.; Martín-Collado D.; Rose G.; Yáñez-Ruiz D.R.,a multistakeholder participatory study identifies the priorities for the sustainability of the small ruminants farming sector in europe,Animal,17517311,10.1016/j.animal.2020.100131,2021,scopus
Jelani A.M.; Shafiai M.H.M.; Noor N.S.M.,the performance of single mother cooperatives and their influencing factors a qualitative investigation in peninsular malaysia prestasi koperasi ibu tunggal dan faktor pengaruhnya satu kajian kualitatif di semenanjung malaysia,Jurnal Pengurusan,01272713,10.17576/pengurusan-2021-62-10,2021,scopus
Ahado S.; Hejkrlík J.; Enkhtur A.; Tseren T.; Ratinger T.,does cooperative membership impact the yield and efficiency of smallholder farmers evidence from potato farmers in mongolia,China Agricultural Economic Review,1756137X,10.1108/CAER-01-2021-0013,2021,scopus
Antonova M.; Nilsson J.; Potapova A.,obstacles for agricultural cooperatives in russia the competencies of experts,International Journal on Food System Dynamics,18696945,10.18461/ijfsd.v13i3.C1,2022,scopus
Gava O.; Ardakani Z.; Delalić A.; Azzi N.; Bartolini F.,agricultural cooperatives contributing to the alleviation of rural poverty the case of konjic bosnia and herzegovina,Journal of Rural Studies,07430167,10.1016/j.jrurstud.2021.01.034,2021,scopus
Duguma G.J.; Han J.,effect of deposit mobilization on the technical efficiency of rural saving and credit cooperatives evidence from ethiopia,Annals of Public and Cooperative Economics,13704788,10.1111/apce.12296,2021,scopus
Antonova M.; Ternovsky D.; Heijman W.; Bijman J.; Nigmatullina L.,farmers willingness to cooperate the case of tatarstan,Ekonomicheskaya Politika,19945124,10.18288/1994-5124-2021-5-96-117,2021,scopus
Abazari Z.; Hariri N.; Seddigh E.M.,benefiting from knowledge management in agricultural development of iran a case study of pistachio,Journal of Nuts,2383319X,10.22034/jon.2021.1923512.1108,2021,scopus
da Silva C.; da Silva C.T.; Mucci D.M.; Beck F.,exploring the interdependence between gainsharing and performance evaluation in a credit union,Revista Contabilidade e Financas,15197077,10.1590/1808-057X202112270,2021,scopus
Webster A.; Kuznetsova O.; Ross C.; Berranger C.; Booth M.; Eseonu T.; Golan Y.,local regeneration and community wealth buildingplace making cooperatives as agents of change,Journal of Place Management and Development,17538335,10.1108/JPMD-01-2020-0009,2021,scopus
Gambacorta L.; Ricotti G.; Sundaresan S.; Wang Z.,tax effects on bank liability structure,European Economic Review,00142921,10.1016/j.euroecorev.2021.103820,2021,scopus
Seimu S.M.L.; Zoppi M.,the influence of settlers community in shaping the colonial agricultural marketing policies in tanzania,African Economic History,01452258,10.1353/AEH.2021.0012,2021,scopus
Czusz F.B.V.; Miyamoto I.B.F.; De Carvalho B.A.N.; Lima R.H.P.; Leal G.C.L.,a mathematical model to minimize the costs of grain distribution in a coop um modelo matemático para minimizar os custos de distribuição de grãos em uma cooperativa,Revista em Agronegocio e Meio Ambiente,19819951,10.17765/2176-9168.2021v14Supl.1.e9399,2021,scopus
Sánchez-Hernández M.I.; Castilla-Polo F.,intellectual capital as a predictor of cooperative prominence through human capital in the spanish agrifood industry,Journal of Intellectual Capital,14691930,10.1108/JIC-06-2020-0201,2021,scopus
Zhong Y.; Lai I.K.W.; Guo F.; Tang H.,research on government subsidy strategies for the development of agricultural products ecommerce,Agriculture (Switzerland),20770472,10.3390/agriculture11111152,2021,scopus
Wangu J.; Mangnus E.; van Westen A.C.M.,recognizing determinants to smallholders market orientation and marketing arrangements building on a case of dairy farming in rural kenya,Land,2073445X,10.3390/land10060572,2021,scopus
Perosa B.; Newton P.; Carrer M.J.,access to information affects the adoption of integrated systems by farmers in brazil,Land Use Policy,02648377,10.1016/j.landusepol.2021.105459,2021,scopus
Zhang J.; Luo J.; Li J.,agricultural cooperatives participating in supply chain integration in china a qualitative comparative analysis,PLoS ONE,19326203,10.1371/journal.pone.0250018,2021,scopus
Zanuzzi C.M.S.; Foguesatto C.R.; Tonial G.; Pivoto D.; Selig P.M.,knowledge management practices in an agribusiness chain differences between farmers who are members of agricultural cooperatives and suppliers of firms,International Journal of Social Economics,03068293,10.1108/IJSE-11-2020-0781,2021,scopus
Pham T.M.,influencing factors of performance of agricultural cooperatives in the vietnamese mekong delta,Journal of Agriculture and Rural Development in the Tropics and Subtropics,16129830,10.17170/kobra-202203085850,2022,scopus
Sumarwan A.; Luke B.; Furneaux C.,managing the regulatory space examining credit union accountability to government in a lightly regulated context,Social and Environmental Accountability Journal,0969160X,10.1080/0969160X.2021.1952886,2022,scopus
Boland M.A.; Briggeman B.C.; Jacobs K.; Kenkel P.; McKee G.; Park J.L.,research priorities for agricultural cooperatives and their farmermembers,Applied Economic Perspectives and Policy,20405790,10.1002/aepp.13068,2021,scopus
Almutairi A.R.,do mosal controllers curb agency costs,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2020.100127,2021,scopus
D'Amato M.; Di Pietro C.; Pietroluongo M.; Sorge M.M.,good coop or bad coop redistribution concerns and competition in credit markets with imperfect information,B.E. Journal of Economic Analysis and Policy,19351682,10.1515/bejeap-2020-0067,2021,scopus
Ferreira M.; Macagnan C.; Vancin D.; Toaldo A.,technical assistance a determinant of cooperative member loyalty,Annals of Public and Cooperative Economics,13704788,10.1111/apce.12312,2021,scopus
Rattunde F.; Weltzien E.; Sidibé M.; Diallo A.; Diallo B.; vom Brocke K.; Nebié B.; Touré A.; Traoré Y.; Sidibé A.; Diallo C.; Diakité S.; Bretaudeau A.; Christinck A.,transforming a traditional commonsbased seed system through collaborative networks of farmer seedcooperatives and public breeding programs the case of sorghum in mali,Agriculture and Human Values,0889048X,10.1007/s10460-020-10170-1,2021,scopus
Ebrahimi M.S.; Ghaediyan M.,corporate social responsibility and organizational commitment in agricultural cooperatives evidence from iran responsabilidad social corporativa y compromiso organizacional en cooperativas agrícolas evidencias de irán,Boletin de la Asociacion Internacional de Derecho Cooperativo,1134993X,10.18543/baidc-59-2021pp263-283,2021,scopus
Niyazmetov D.; Soliev I.; Theesfeld I.,ordered to volunteer institutional compatibility assessment of establishing agricultural cooperatives in uzbekistan,Land Use Policy,02648377,10.1016/j.landusepol.2021.105538,2021,scopus
Sisay D.T.; Verhees F.J.H.M.; Trijp H.C.M.V.,developing measures of market orientation the case of ethiopian seed producer cooperatives,Journal of African Business,15228916,10.1080/15228916.2021.1889870,2022,scopus
Almehdawe E.; Khan S.; Lamsal M.; Poirier A.,factors affecting canadian credit unions financial performance,Agricultural Finance Review,00021466,10.1108/AFR-06-2019-0065,2021,scopus
Droždz J.; Vitunskienė V.; Novickytė L.,profile of the smallscale farms willing to cooperateevidence from lithuania,Agriculture (Switzerland),20770472,10.3390/agriculture11111071,2021,scopus
Singh S.; Holvoet N.; Dewachter S.,a relational understanding of coeducating and learning information sharing and advice seeking behavior in a dairy cooperative in gujarat india,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2021.100150,2021,scopus
Ward A.M.; Forker J.; Reilly B.,the effect of bundling trade association monitoring and female board representation on loan losses in community credit unions,Nonprofit and Voluntary Sector Quarterly,08997640,10.1177/08997640211001436,2021,scopus
Grodgangunt S.; Saisaka M.; Songmuang J.; Piasinthu J.; Adulyasas A.,development of potential in valueadded marketing strategy management and application for durian agrocommunity enterprise in deep south provinces,ABAC Journal,08580855,,2021,scopus
Hernández-Espallardo M.; Arcas-Lario N.; Sánchez-Navarro J.L.; Marcos-Matás G.,curbing members opportunism in firsttier and federated agricultural marketing cooperatives,Agribusiness,07424477,10.1002/agr.21718,2022,scopus
Singsee K.; Suttawet C.,the application of the international cooperative principles by the thai cooperative enterprises the experiences and the future improvement,ABAC Journal,08580855,,2021,scopus
Dary S.K.; Grashuis J.,characterization of farmerbased cooperative societies in the upper west region of ghana,Annals of Public and Cooperative Economics,13704788,10.1111/apce.12305,2021,scopus
"Jin S.; Jia X.; James H.S., Jr.",risk attitudes within farmer cooperative organizations evidence from chinas fresh apple industry,Annals of Public and Cooperative Economics,13704788,10.1111/apce.12287,2021,scopus
Castellanza L.,discipline abjection and poverty alleviation through entrepreneurship a constitutive perspective,Journal of Business Venturing,08839026,10.1016/j.jbusvent.2020.106032,2022,scopus
Whitaker A.,economies of scope in artists incubator projects,Journal of Cultural Economics,08852545,10.1007/s10824-021-09417-4,2021,scopus
Candemir A.; Duvaleix S.; Latruffe L.,agricultural cooperatives and farm sustainability  a literature review,Journal of Economic Surveys,09500804,10.1111/joes.12417,2021,scopus
Maestre-Matos M.; Lombana-Coy J.; Mesías F.J.; Elghannam A.,institutional factors that affect inclusive businesses the case of banana cooperatives in the magdalena region colombia,International Journal of Rural Management,09730052,10.1177/0973005221991603,2021,scopus
Jang E.; Park D.-B.,factors influencing the community capacity of rural residents in south korea,Rural Society,10371656,10.1080/10371656.2022.2083856,2022,scopus
Kim R.; Kim D.-H.; Cho S.; Choi E.; Park J.; Lee S.K.; Son Y.,assessment of redd+ mrv capacity in developing countries and implications under the paris regime,Land,2073445X,10.3390/land10090943,2021,scopus
Ranacher L.; Pollakova B.; Schwarzbauer P.; Liebal S.; Weber N.; Hesser F.,farmers willingness to adopt short rotation plantations on marginal lands qualitative study about incentives and barriers in slovakia,Bioenergy Research,19391234,10.1007/s12155-020-10240-6,2021,scopus
